ifd1_JpegIFOffset ,Count
@ +0x28C4 = @ 0x28D0, 1
@ +0x28C6 = @ 0x28D2, 3
@ +0x28CC = @ 0x28D8, 1
@ +0x28CE = @ 0x28DA, 24
@ +0x28CE = @ 0x28EC, 1
@ +0x28D0 = @ 0x28DC, 2
@ +0x28D2 = @ 0x28DE, 1
@ +0x28D4 = @ 0x28E0, 1
@ +0x28D4 = @ 0x28F2, 6
@ +0x28D6 = @ 0x28E2, 1
@ +0x28DA = @ 0x28F8, 4
@ +0x28DC = @ 0x28E8, 664
@ +0x28E0 = @ 0x28EC, 2
@ +0x28F4 = @ 0x2900, 1
@ +0x28FC = @ 0x2908, 4
@ +0x2902 = @ 0x290E, 1
@ +0x2907 = @ 0x2913, 95
@ +0x2908 = @ 0x2914, 1
@ +0x290A = @ 0x2928, 6
@ +0x2914 = @ 0x2932, 6
@ +0x291E = @ 0x292A, 1
@ +0x2924 = @ 0x2930, 12
@ +0x2928 = @ 0x2934, 3114
@ +0x2928 = @ 0x2946, 168
@ +0x292A = @ 0x2936, 2
@ +0x292C = @ 0x2938, 1
@ +0x2930 = @ 0x293C, 1
@ +0x2934 = @ 0x2940, 1106
@ +0x2934 = @ 0x2952, 4
@ +0x2936 = @ 0x2954, 3
@ +0x2938 = @ 0x2944, 1
@ +0x293E = @ 0x294A, 1
@ +0x2940 = @ 0x294C, 9889
@ +0x2942 = @ 0x2960, 26
@ +0x2944 = @ 0x2950, 1
@ +0x2948 = @ 0x2954, 1
@ +0x294A = @ 0x2956, 1338
@ +0x294A = @ 0x2968, 3
@ +0x294C = @ 0x2958, 3
@ +0x294E = @ 0x295A, 33
@ +0x295C = @ 0x2968, 876
@ +0x295C = @ 0x297A, 93
@ +0x295E = @ 0x296A, 1
@ +0x2960 = @ 0x296C, 1
@ +0x2962 = @ 0x296E, 1
@ +0x2962 = @ 0x2980, 1
@ +0x2964 = @ 0x2970, 2
@ +0x296A = @ 0x2976, 1
@ +0x296C = @ 0x2978, 53
@ +0x296E = @ 0x297A, 1
@ +0x296E = @ 0x298C, 3
@ +0x2970 = @ 0x297C, 1
@ +0x2974 = @ 0x2980, 1
@ +0x297A = @ 0x2986, 5
@ +0x297E = @ 0x298A, 1
@ +0x2982 = @ 0x298E, 1
@ +0x2988 = @ 0x2994, 1
@ +0x2992 = @ 0x299E, 1
@ +0x2996 = @ 0x29A2, 1
@ +0x2998 = @ 0x29A4, 3
@ +0x29A2 = @ 0x29AE, 1
@ +0x29A4 = @ 0x29B0, 2
@ +0x29A6 = @ 0x29B2, 1
@ +0x29A6 = @ 0x29C4, 4
@ +0x29A8 = @ 0x29B4, 2
@ +0x29AA = @ 0x29B6, 2
@ +0x29AC = @ 0x29B8, 2
@ +0x29AE = @ 0x29BA, 1
@ +0x29B2 = @ 0x29BE, 1
@ +0x29B6 = @ 0x29C2, 1
@ +0x29B8 = @ 0x29C4, 767
@ +0x29BA = @ 0x29C6, 1
@ +0x29BE = @ 0x29CA, 7
@ +0x29C0 = @ 0x29CC, 1
@ +0x29C4 = @ 0x29D0, 31
@ +0x29C8 = @ 0x29D4, 1
@ +0x29CC = @ 0x29D8, 1
@ +0x29D0 = @ 0x29DC, 1481
@ +0x29D4 = @ 0x29E0, 1
@ +0x29DE = @ 0x29EA, 2
@ +0x29E8 = @ 0x29F4, 2
@ +0x29EA = @ 0x2A08, 152
@ +0x29EC = @ 0x29F8, 122
@ +0x29F2 = @ 0x29FE, 6
@ +0x29F4 = @ 0x2A00, 16626
@ +0x29F4 = @ 0x2A12, 8
@ +0x29F8 = @ 0x2A04, 91
@ +0x29FA = @ 0x2A06, 52
@ +0x29FC = @ 0x2A08, 1
@ +0x29FE = @ 0x2A0A, 4
@ +0x2A00 = @ 0x2A0C, 4
@ +0x2A04 = @ 0x2A10, 2
@ +0x2A06 = @ 0x2A12, 1
@ +0x2A08 = @ 0x2A14, 1
@ +0x2A0A = @ 0x2A16, 1
@ +0x2A0C = @ 0x2A18, 3
@ +0x2A12 = @ 0x2A1E, 12
@ +0x2A14 = @ 0x2A20, 2
@ +0x2A16 = @ 0x2A22, 22
@ +0x2A1A = @ 0x2A26, 11
@ +0x2A20 = @ 0x2A2C, 1
@ +0x2A22 = @ 0x2A2E, 1
@ +0x2A24 = @ 0x2A30, 255
@ +0x2A28 = @ 0x2A34, 1
@ +0x2A2A = @ 0x2A36, 1
@ +0x2A2C = @ 0x2A4A, 14
@ +0x2A2E = @ 0x2A3A, 2
@ +0x2A30 = @ 0x2A3C, 7
@ +0x2A32 = @ 0x2A3E, 4
@ +0x2A34 = @ 0x2A40, 13
@ +0x2A36 = @ 0x2A42, 1
@ +0x2A38 = @ 0x2A44, 4
@ +0x2A3C = @ 0x2A48, 1
@ +0x2A3E = @ 0x2A4A, 2
@ +0x2A40 = @ 0x2A4C, 11
@ +0x2A42 = @ 0x2A4E, 38
@ +0x2A44 = @ 0x2A50, 2
@ +0x2A48 = @ 0x2A54, 1108
@ +0x2A49 = @ 0x2A67, 1
@ +0x2A4A = @ 0x2A56, 1
@ +0x2A4B = @ 0x2A69, 10
@ +0x2A4C = @ 0x2A58, 3580
@ +0x2A4C = @ 0x2A6A, 69
@ +0x2A4E = @ 0x2A5A, 8
@ +0x2A50 = @ 0x2A5C, 1704
@ +0x2A54 = @ 0x2A60, 2
@ +0x2A58 = @ 0x2A64, 1
@ +0x2A5C = @ 0x2A68, 1
@ +0x2A5C = @ 0x2A7A, 9
@ +0x2A5E = @ 0x2A6A, 4
@ +0x2A5E = @ 0x2A7C, 62
@ +0x2A62 = @ 0x2A80, 1
@ +0x2A64 = @ 0x2A70, 2
@ +0x2A66 = @ 0x2A72, 88
@ +0x2A68 = @ 0x2A74, 4
@ +0x2A6A = @ 0x2A76, 9
@ +0x2A6C = @ 0x2A78, 1
@ +0x2A6E = @ 0x2A7A, 2
@ +0x2A72 = @ 0x2A7E, 54
@ +0x2A74 = @ 0x2A80, 1
@ +0x2A78 = @ 0x2A84, 2008
@ +0x2A7A = @ 0x2A86, 3
@ +0x2A7C = @ 0x2A88, 42
@ +0x2A7E = @ 0x2A8A, 3
@ +0x2A84 = @ 0x2A90, 1
@ +0x2A86 = @ 0x2A92, 1
@ +0x2A88 = @ 0x2A94, 4
@ +0x2A8A = @ 0x2A96, 3
@ +0x2A8C = @ 0x2A98, 1
@ +0x2A8C = @ 0x2AAA, 6
@ +0x2A90 = @ 0x2A9C, 1
@ +0x2A92 = @ 0x2A9E, 91
@ +0x2A94 = @ 0x2AA0, 2
@ +0x2A98 = @ 0x2AA4, 72
@ +0x2A98 = @ 0x2AB6, 57
@ +0x2A9A = @ 0x2AA6, 2
@ +0x2A9C = @ 0x2AA8, 3511
@ +0x2A9C = @ 0x2ABA, 7
@ +0x2AA0 = @ 0x2AAC, 1014
@ +0x2AA0 = @ 0x2ABE, 46
@ +0x2AA2 = @ 0x2AAE, 1
@ +0x2AA2 = @ 0x2AC0, 67
@ +0x2AA6 = @ 0x2AB2, 1
@ +0x2AA8 = @ 0x2AB4, 1
@ +0x2AAA = @ 0x2AC8, 2
@ +0x2AAC = @ 0x2AB8, 12
@ +0x2AAC = @ 0x2ACA, 25
@ +0x2AAE = @ 0x2ABA, 1
@ +0x2AB2 = @ 0x2ABE, 4
@ +0x2AB4 = @ 0x2AC0, 6
@ +0x2AB6 = @ 0x2AC2, 51
@ +0x2AB8 = @ 0x2AC4, 12
@ +0x2AB8 = @ 0x2AD6, 1
@ +0x2ABA = @ 0x2AC6, 2
@ +0x2ABA = @ 0x2AD8, 2
@ +0x2ABE = @ 0x2ACA, 1
@ +0x2AC2 = @ 0x2ACE, 1
@ +0x2AC4 = @ 0x2AD0, 1166
@ +0x2AC4 = @ 0x2AE2, 27
@ +0x2AC6 = @ 0x2AD2, 1
@ +0x2AC8 = @ 0x2AD4, 1184
@ +0x2ACA = @ 0x2AD6, 2
@ +0x2ACC = @ 0x2AEA, 1
@ +0x2ACE = @ 0x2ADA, 1
@ +0x2AD0 = @ 0x2ADC, 1
@ +0x2AD2 = @ 0x2ADE, 3
@ +0x2AD4 = @ 0x2AE0, 1
@ +0x2AD6 = @ 0x2AE2, 1
@ +0x2AD8 = @ 0x2AF6, 31
@ +0x2ADA = @ 0x2AE6, 2
@ +0x2ADE = @ 0x2AEA, 2
@ +0x2AE0 = @ 0x2AEC, 1
@ +0x2AE4 = @ 0x2AF0, 10
@ +0x2AE8 = @ 0x2AF4, 227
@ +0x2AEC = @ 0x2AF8, 7663
@ +0x2AEC = @ 0x2B0A, 20
@ +0x2AF2 = @ 0x2AFE, 83
@ +0x2AF2 = @ 0x2B10, 84
@ +0x2AF4 = @ 0x2B00, 1
@ +0x2AFE = @ 0x2B0A, 1
@ +0x2B00 = @ 0x2B0C, 2
@ +0x2B00 = @ 0x2B1E, 3
@ +0x2B02 = @ 0x2B0E, 4
@ +0x2B06 = @ 0x2B12, 1
@ +0x2B0A = @ 0x2B16, 527
@ +0x2B0A = @ 0x2B28, 2
@ +0x2B0E = @ 0x2B1A, 227
@ +0x2B10 = @ 0x2B1C, 56
@ +0x2B12 = @ 0x2B1E, 2
@ +0x2B14 = @ 0x2B20, 16
@ +0x2B19 = @ 0x2B25, 1
@ +0x2B1C = @ 0x2B28, 2
@ +0x2B1E = @ 0x2B2A, 25
@ +0x2B20 = @ 0x2B2C, 3
@ +0x2B22 = @ 0x2B2E, 4
@ +0x2B28 = @ 0x2B34, 1
@ +0x2B2A = @ 0x2B36, 2
@ +0x2B38 = @ 0x2B44, 5
@ +0x2B3A = @ 0x2B46, 1
@ +0x2B3C = @ 0x2B48, 1
@ +0x2B44 = @ 0x2B50, 15
@ +0x2B44 = @ 0x2B62, 114
@ +0x2B48 = @ 0x2B54, 1
@ +0x2B4C = @ 0x2B58, 2
@ +0x2B4E = @ 0x2B5A, 5
@ +0x2B52 = @ 0x2B5E, 1
@ +0x2B56 = @ 0x2B62, 43
@ +0x2B58 = @ 0x2B76, 4
@ +0x2B5A = @ 0x2B66, 9
@ +0x2B5C = @ 0x2B68, 2
@ +0x2B5E = @ 0x2B6A, 12
@ +0x2B60 = @ 0x2B6C, 6
@ +0x2B60 = @ 0x2B7E, 11
@ +0x2B62 = @ 0x2B6E, 2
@ +0x2B64 = @ 0x2B70, 1
@ +0x2B68 = @ 0x2B74, 2
@ +0x2B68 = @ 0x2B86, 58
@ +0x2B6C = @ 0x2B78, 35
@ +0x2B6E = @ 0x2B7A, 181
@ +0x2B72 = @ 0x2B7E, 1
@ +0x2B74 = @ 0x2B80, 47
@ +0x2B74 = @ 0x2B92, 1
@ +0x2B76 = @ 0x2B82, 3
@ +0x2B7A = @ 0x2B86, 54
@ +0x2B7C = @ 0x2B88, 196
@ +0x2B7D = @ 0x2B89, 1
@ +0x2B7E = @ 0x2B8A, 1
@ +0x2B86 = @ 0x2B92, 1
@ +0x2B87 = @ 0x2BA5, 5
@ +0x2B88 = @ 0x2B94, 3
@ +0x2B8A = @ 0x2B96, 1
@ +0x2B8C = @ 0x2B98, 2
@ +0x2B8E = @ 0x2B9A, 1
@ +0x2B90 = @ 0x2BAE, 29
@ +0x2B96 = @ 0x2BA2, 5
@ +0x2B98 = @ 0x2BA4, 4
@ +0x2B9A = @ 0x2BA6, 9
@ +0x2B9C = @ 0x2BA8, 14
@ +0x2B9E = @ 0x2BAA, 41
@ +0x2BA0 = @ 0x2BAC, 7
@ +0x2BA2 = @ 0x2BAE, 182
@ +0x2BA4 = @ 0x2BC2, 6
@ +0x2BA6 = @ 0x2BB2, 6
@ +0x2BB4 = @ 0x2BC0, 7
@ +0x2BB8 = @ 0x2BC4, 284
@ +0x2BBA = @ 0x2BC6, 4
@ +0x2BBC = @ 0x2BC8, 18
@ +0x2BBE = @ 0x2BCA, 2
@ +0x2BC0 = @ 0x2BCC, 1
@ +0x2BC4 = @ 0x2BD0, 1
@ +0x2BC6 = @ 0x2BD2, 1
@ +0x2BC7 = @ 0x2BD3, 1
@ +0x2BCA = @ 0x2BD6, 1
@ +0x2BCE = @ 0x2BDA, 8
@ +0x2BD0 = @ 0x2BDC, 2
@ +0x2BD2 = @ 0x2BDE, 5
@ +0x2BD4 = @ 0x2BE0, 2
@ +0x2BD6 = @ 0x2BE2, 4
@ +0x2BD8 = @ 0x2BE4, 15
@ +0x2BDA = @ 0x2BE6, 6
@ +0x2BDC = @ 0x2BE8, 19
@ +0x2BDE = @ 0x2BEA, 7
@ +0x2BE0 = @ 0x2BEC, 2
@ +0x2BE6 = @ 0x2BF2, 3
@ +0x2BF0 = @ 0x2BFC, 1
@ +0x2BFA = @ 0x2C06, 3
@ +0x2BFC = @ 0x2C08, 1
@ +0x2C02 = @ 0x2C0E, 2
@ +0x2C04 = @ 0x2C10, 1
@ +0x2C06 = @ 0x2C12, 3
@ +0x2C10 = @ 0x2C1C, 2
@ +0x2C12 = @ 0x2C1E, 2378
@ +0x2C14 = @ 0x2C20, 6
@ +0x2C16 = @ 0x2C22, 7
@ +0x2C18 = @ 0x2C24, 5
@ +0x2C1A = @ 0x2C26, 5
@ +0x2C1C = @ 0x2C28, 3
@ +0x2C20 = @ 0x2C2C, 1
@ +0x2C22 = @ 0x2C2E, 35
@ +0x2C24 = @ 0x2C30, 1
@ +0x2C24 = @ 0x2C42, 10
@ +0x2C26 = @ 0x2C32, 80
@ +0x2C28 = @ 0x2C34, 3
@ +0x2C2E = @ 0x2C3A, 2
@ +0x2C3E = @ 0x2C4A, 1
@ +0x2C40 = @ 0x2C4C, 38
@ +0x2C42 = @ 0x2C4E, 2
@ +0x2C44 = @ 0x2C50, 2
@ +0x2C46 = @ 0x2C52, 2
@ +0x2C48 = @ 0x2C54, 5
@ +0x2C4A = @ 0x2C56, 1
@ +0x2C4C = @ 0x2C6A, 9
@ +0x2C50 = @ 0x2C5C, 3
@ +0x2C52 = @ 0x2C5E, 2
@ +0x2C54 = @ 0x2C60, 3
@ +0x2C56 = @ 0x2C62, 5
@ +0x2C57 = @ 0x2C63, 7
@ +0x2C58 = @ 0x2C64, 6
@ +0x2C5A = @ 0x2C66, 4
@ +0x2C5C = @ 0x2C68, 1
@ +0x2C5E = @ 0x2C6A, 115
@ +0x2C66 = @ 0x2C72, 1
@ +0x2C66 = @ 0x2C84, 17
@ +0x2C68 = @ 0x2C74, 1
@ +0x2C6E = @ 0x2C7A, 1
@ +0x2C70 = @ 0x2C7C, 1
@ +0x2C70 = @ 0x2C8E, 1
@ +0x2C72 = @ 0x2C7E, 4
@ +0x2C76 = @ 0x2C82, 21
@ +0x2C76 = @ 0x2C94, 17
@ +0x2C82 = @ 0x2C8E, 3
@ +0x2C86 = @ 0x2CA4, 3
@ +0x2C8C = @ 0x2C98, 1
@ +0x2C8E = @ 0x2C9A, 1
@ +0x2C90 = @ 0x2C9C, 1
@ +0x2C92 = @ 0x2C9E, 2
@ +0x2C94 = @ 0x2CA0, 4
@ +0x2C96 = @ 0x2CA2, 1
@ +0x2C98 = @ 0x2CA4, 1
@ +0x2C9A = @ 0x2CA6, 61
@ +0x2CA2 = @ 0x2CAE, 1
@ +0x2CA4 = @ 0x2CB0, 1
@ +0x2CA6 = @ 0x2CB2, 1
@ +0x2CA8 = @ 0x2CB4, 4
@ +0x2CB4 = @ 0x2CC0, 1
@ +0x2CC4 = @ 0x2CD0, 664
@ +0x2CC6 = @ 0x2CD2, 1
@ +0x2CCA = @ 0x2CD6, 1
@ +0x2CCC = @ 0x2CD8, 1
@ +0x2CCE = @ 0x2CDA, 2
@ +0x2CD0 = @ 0x2CDC, 5
@ +0x2CD4 = @ 0x2CE0, 1
@ +0x2CD8 = @ 0x2CE4, 1
@ +0x2CDC = @ 0x2CE8, 1
@ +0x2CDE = @ 0x2CFC, 15
@ +0x2CE2 = @ 0x2CEE, 1
@ +0x2CE8 = @ 0x2CF4, 1
@ +0x2CEA = @ 0x2CF6, 14
@ +0x2CEE = @ 0x2CFA, 1
@ +0x2CF0 = @ 0x2CFC, 1
@ +0x2CF2 = @ 0x2CFE, 4
@ +0x2CF8 = @ 0x2D04, 1
@ +0x2CFA = @ 0x2D06, 1
@ +0x2D0E = @ 0x2D1A, 2
@ +0x2D10 = @ 0x2D1C, 1
@ +0x2D12 = @ 0x2D1E, 3
@ +0x2D14 = @ 0x2D20, 8
@ +0x2D16 = @ 0x2D22, 2
@ +0x2D1A = @ 0x2D26, 2
@ +0x2D1C = @ 0x2D28, 1
@ +0x2D1E = @ 0x2D2A, 2
@ +0x2D20 = @ 0x2D2C, 1
@ +0x2D22 = @ 0x2D2E, 2
@ +0x2D22 = @ 0x2D40, 295
@ +0x2D2A = @ 0x2D36, 1
@ +0x2D2E = @ 0x2D3A, 1
@ +0x2D30 = @ 0x2D3C, 1
@ +0x2D30 = @ 0x2D4E, 1
@ +0x2D32 = @ 0x2D3E, 2
@ +0x2D36 = @ 0x2D42, 1
@ +0x2D38 = @ 0x2D44, 2
@ +0x2D3A = @ 0x2D46, 2
@ +0x2D3E = @ 0x2D4A, 3
@ +0x2D40 = @ 0x2D5E, 122
@ +0x2D46 = @ 0x2D52, 1
@ +0x2D48 = @ 0x2D54, 1
@ +0x2D4C = @ 0x2D58, 2
@ +0x2D4E = @ 0x2D5A, 1
@ +0x2D52 = @ 0x2D5E, 7
@ +0x2D54 = @ 0x2D60, 37
@ +0x2D56 = @ 0x2D62, 1
@ +0x2D5A = @ 0x2D66, 3
@ +0x2D5A = @ 0x2D78, 8
@ +0x2D5C = @ 0x2D68, 3
@ +0x2D5E = @ 0x2D6A, 2
@ +0x2D60 = @ 0x2D7E, 137
@ +0x2D68 = @ 0x2D74, 3
@ +0x2D6A = @ 0x2D76, 1
@ +0x2D6C = @ 0x2D78, 1
@ +0x2D6E = @ 0x2D7A, 3
@ +0x2D70 = @ 0x2D7C, 1
@ +0x2D74 = @ 0x2D80, 2
@ +0x2D7A = @ 0x2D86, 18
@ +0x2D7C = @ 0x2D88, 1
@ +0x2D7E = @ 0x2D8A, 2
@ +0x2D80 = @ 0x2D8C, 2
@ +0x2D82 = @ 0x2D8E, 3
@ +0x2D84 = @ 0x2D90, 1
@ +0x2D86 = @ 0x2D92, 1
@ +0x2D88 = @ 0x2D94, 1
@ +0x2D8A = @ 0x2D96, 1
@ +0x2D8C = @ 0x2D98, 3
@ +0x2D90 = @ 0x2D9C, 1
@ +0x2D92 = @ 0x2D9E, 4
@ +0x2D96 = @ 0x2DA2, 3
@ +0x2D98 = @ 0x2DA4, 3
@ +0x2D9A = @ 0x2DA6, 1
@ +0x2D9A = @ 0x2DB8, 41
@ +0x2DA0 = @ 0x2DAC, 1
@ +0x2DA2 = @ 0x2DAE, 1
@ +0x2DA4 = @ 0x2DB0, 1
@ +0x2DA8 = @ 0x2DB4, 2
@ +0x2DB2 = @ 0x2DBE, 3
@ +0x2DB4 = @ 0x2DC0, 1
@ +0x2DB8 = @ 0x2DC4, 4
@ +0x2DBA = @ 0x2DC6, 1
@ +0x2DBC = @ 0x2DC8, 2
@ +0x2DBE = @ 0x2DCA, 2
@ +0x2DBE = @ 0x2DDC, 5
@ +0x2DC2 = @ 0x2DCE, 3
@ +0x2DC4 = @ 0x2DD0, 2
@ +0x2DC6 = @ 0x2DD2, 1
@ +0x2DCC = @ 0x2DD8, 1
@ +0x2DCE = @ 0x2DDA, 2
@ +0x2DD0 = @ 0x2DDC, 1
@ +0x2DD2 = @ 0x2DDE, 1
@ +0x2DD4 = @ 0x2DE0, 37
@ +0x2DD8 = @ 0x2DE4, 1
@ +0x2DDA = @ 0x2DE6, 1
@ +0x2DE0 = @ 0x2DEC, 1
@ +0x2DE2 = @ 0x2DEE, 4
@ +0x2DE6 = @ 0x2DF2, 1
@ +0x2DE8 = @ 0x2DF4, 2
@ +0x2DEA = @ 0x2DF6, 2
@ +0x2DEC = @ 0x2DF8, 2
@ +0x2DF0 = @ 0x2DFC, 3
@ +0x2DF2 = @ 0x2DFE, 26
@ +0x2DF2 = @ 0x2E10, 8
@ +0x2DF4 = @ 0x2E00, 21333
@ +0x2DF4 = @ 0x2E12, 49
@ +0x2DF6 = @ 0x2E02, 1
@ +0x2DF8 = @ 0x2E04, 2
@ +0x2DFC = @ 0x2E08, 1
@ +0x2DFE = @ 0x2E0A, 6
@ +0x2E00 = @ 0x2E0C, 6
@ +0x2E02 = @ 0x2E0E, 1
@ +0x2E04 = @ 0x2E10, 2
@ +0x2E06 = @ 0x2E12, 3
@ +0x2E08 = @ 0x2E14, 218
@ +0x2E0A = @ 0x2E16, 2
@ +0x2E0C = @ 0x2E18, 12
@ +0x2E10 = @ 0x2E1C, 2
@ +0x2E12 = @ 0x2E1E, 2
@ +0x2E14 = @ 0x2E20, 87
@ +0x2E16 = @ 0x2E22, 2
@ +0x2E18 = @ 0x2E24, 1
@ +0x2E1C = @ 0x2E28, 1
@ +0x2E1E = @ 0x2E2A, 1
@ +0x2E20 = @ 0x2E2C, 2
@ +0x2E22 = @ 0x2E2E, 1
@ +0x2E24 = @ 0x2E30, 1
@ +0x2E26 = @ 0x2E32, 3
@ +0x2E2A = @ 0x2E36, 2
@ +0x2E2C = @ 0x2E38, 6
@ +0x2E32 = @ 0x2E3E, 4
@ +0x2E3A = @ 0x2E46, 5
@ +0x2E40 = @ 0x2E4C, 2
@ +0x2E42 = @ 0x2E4E, 2
@ +0x2E44 = @ 0x2E50, 1
@ +0x2E48 = @ 0x2E54, 2
@ +0x2E4A = @ 0x2E56, 2
@ +0x2E4E = @ 0x2E5A, 2
@ +0x2E50 = @ 0x2E5C, 2
@ +0x2E58 = @ 0x2E64, 2
@ +0x2E5A = @ 0x2E66, 2
@ +0x2E5C = @ 0x2E68, 2
@ +0x2E60 = @ 0x2E6C, 2
@ +0x2E62 = @ 0x2E6E, 2
@ +0x2E64 = @ 0x2E70, 2
@ +0x2E6A = @ 0x2E76, 126
@ +0x2E6E = @ 0x2E7A, 2
@ +0x2E70 = @ 0x2E7C, 2
@ +0x2E72 = @ 0x2E7E, 1
@ +0x2E7C = @ 0x2E88, 1
@ +0x2E7E = @ 0x2E8A, 2
@ +0x2E86 = @ 0x2E92, 8
@ +0x2E86 = @ 0x2EA4, 1
@ +0x2E88 = @ 0x2E94, 1
@ +0x2E8C = @ 0x2E98, 341
@ +0x2E92 = @ 0x2E9E, 2
@ +0x2E94 = @ 0x2EA0, 1
@ +0x2E98 = @ 0x2EA4, 232
@ +0x2E9A = @ 0x2EB8, 16
@ +0x2E9C = @ 0x2EA8, 1
@ +0x2EA2 = @ 0x2EAE, 2
@ +0x2EA2 = @ 0x2EC0, 3
@ +0x2EA4 = @ 0x2EB0, 3
@ +0x2EA6 = @ 0x2EB2, 478
@ +0x2EA8 = @ 0x2EB4, 1
@ +0x2EAC = @ 0x2EB8, 1
@ +0x2EB0 = @ 0x2ECE, 3
@ +0x2EB4 = @ 0x2EC0, 853
@ +0x2EB4 = @ 0x2ED2, 17
@ +0x2EB6 = @ 0x2EC2, 1
@ +0x2EB8 = @ 0x2EC4, 1
@ +0x2EBA = @ 0x2EC6, 2
@ +0x2EBC = @ 0x2EC8, 1
@ +0x2EBE = @ 0x2ECA, 1
@ +0x2EC0 = @ 0x2ECC, 2
@ +0x2EC2 = @ 0x2ECE, 65
@ +0x2EC8 = @ 0x2ED4, 1
@ +0x2ECC = @ 0x2ED8, 1
@ +0x2ECE = @ 0x2EDA, 2
@ +0x2ED0 = @ 0x2EDC, 3
@ +0x2ED4 = @ 0x2EE0, 597
@ +0x2EDA = @ 0x2EE6, 2
@ +0x2EDC = @ 0x2EE8, 3
@ +0x2EDE = @ 0x2EEA, 107
@ +0x2EE0 = @ 0x2EEC, 2
@ +0x2EE2 = @ 0x2EEE, 1
@ +0x2EE4 = @ 0x2EF0, 1
@ +0x2EE6 = @ 0x2EF2, 63
@ +0x2EE8 = @ 0x2EF4, 277
@ +0x2EEC = @ 0x2EF8, 4
@ +0x2EEE = @ 0x2EFA, 1
@ +0x2EF0 = @ 0x2EFC, 133
@ +0x2EF2 = @ 0x2EFE, 237
@ +0x2EF4 = @ 0x2F00, 11
@ +0x2EF8 = @ 0x2F04, 290
@ +0x2EFA = @ 0x2F06, 3
@ +0x2EFE = @ 0x2F0A, 2
@ +0x2F00 = @ 0x2F0C, 1
@ +0x2F04 = @ 0x2F10, 3
@ +0x2F06 = @ 0x2F12, 2
@ +0x2F08 = @ 0x2F14, 5
@ +0x2F0E = @ 0x2F1A, 1
@ +0x2F10 = @ 0x2F1C, 1
@ +0x2F12 = @ 0x2F1E, 1
@ +0x2F14 = @ 0x2F20, 2
@ +0x2F16 = @ 0x2F22, 3
@ +0x2F18 = @ 0x2F24, 1
@ +0x2F1C = @ 0x2F28, 4
@ +0x2F20 = @ 0x2F2C, 7
@ +0x2F22 = @ 0x2F2E, 3
@ +0x2F24 = @ 0x2F30, 1
@ +0x2F26 = @ 0x2F32, 2
@ +0x2F28 = @ 0x2F34, 2
@ +0x2F2C = @ 0x2F38, 1
@ +0x2F30 = @ 0x2F3C, 2
@ +0x2F34 = @ 0x2F40, 1
@ +0x2F36 = @ 0x2F42, 2
@ +0x2F38 = @ 0x2F44, 355
@ +0x2F3A = @ 0x2F46, 1
@ +0x2F3C = @ 0x2F48, 2
@ +0x2F3E = @ 0x2F4A, 2
@ +0x2F42 = @ 0x2F4E, 1
@ +0x2F44 = @ 0x2F50, 3
@ +0x2F46 = @ 0x2F52, 1
@ +0x2F48 = @ 0x2F54, 1
@ +0x2F4C = @ 0x2F58, 1
@ +0x2F4E = @ 0x2F5A, 1
@ +0x2F50 = @ 0x2F5C, 1
@ +0x2F52 = @ 0x2F5E, 1
@ +0x2F54 = @ 0x2F60, 4
@ +0x2F56 = @ 0x2F62, 1
@ +0x2F58 = @ 0x2F64, 2
@ +0x2F5C = @ 0x2F68, 3
@ +0x2F5E = @ 0x2F6A, 2
@ +0x2F62 = @ 0x2F6E, 2
@ +0x2F64 = @ 0x2F70, 2
@ +0x2F66 = @ 0x2F72, 1
@ +0x2F6A = @ 0x2F76, 2
@ +0x2F6E = @ 0x2F7A, 2
@ +0x2F70 = @ 0x2F7C, 3
@ +0x2F72 = @ 0x2F7E, 2
@ +0x2F78 = @ 0x2F84, 1
@ +0x2F80 = @ 0x2F8C, 2
@ +0x2F82 = @ 0x2F8E, 8
@ +0x2F84 = @ 0x2F90, 1
@ +0x2F8A = @ 0x2F96, 1
@ +0x2F8A = @ 0x2FA8, 1
@ +0x2F8C = @ 0x2F98, 2
@ +0x2F90 = @ 0x2F9C, 1
@ +0x2F94 = @ 0x2FA0, 10
@ +0x2F96 = @ 0x2FA2, 4
@ +0x2F9A = @ 0x2FA6, 1
@ +0x2F9E = @ 0x2FAA, 1
@ +0x2FA0 = @ 0x2FAC, 1
@ +0x2FA2 = @ 0x2FAE, 2
@ +0x2FA6 = @ 0x2FB2, 3
@ +0x2FA6 = @ 0x2FC4, 1
@ +0x2FAA = @ 0x2FB6, 1
@ +0x2FAC = @ 0x2FB8, 1
@ +0x2FAE = @ 0x2FBA, 2
@ +0x2FB0 = @ 0x2FBC, 2
@ +0x2FB4 = @ 0x2FC0, 2
@ +0x2FB6 = @ 0x2FC2, 4
@ +0x2FB8 = @ 0x2FC4, 9
@ +0x2FBC = @ 0x2FC8, 2
@ +0x2FC2 = @ 0x2FCE, 3
@ +0x2FC4 = @ 0x2FD0, 1
@ +0x2FCA = @ 0x2FD6, 2
@ +0x2FCE = @ 0x2FDA, 1
@ +0x2FD2 = @ 0x2FDE, 2
@ +0x2FD4 = @ 0x2FE0, 2
@ +0x2FD6 = @ 0x2FE2, 1
@ +0x2FDA = @ 0x2FE6, 2
@ +0x2FDE = @ 0x2FEA, 1
@ +0x2FE2 = @ 0x2FEE, 3
